,product_id,store_id,brand_id,date,sales_product,MA7_P,LAG7_P,sales_brand,MA7_B,LAG7_B,sales_store,MA7_S,LAG7_S
28,0,0,0,2021-02-05,13,8.857142857142858,4,0,0.0,0,47,7029375.0,42
29,0,0,0,2021-02-06,17,10.142857142857142,18,0,0.0,0,78,7029375.0,69
30,0,0,0,2021-02-07,8,10.0,6,0,0.0,0,40,7029375.0,61
31,0,0,0,2021-02-08,1,10.285714285714286,8,0,0.0,0,14,7029375.0,51
32,0,0,0,2021-02-09,19,9.285714285714286,6,0,0.0,0,74,7029375.0,44
33,0,0,0,2021-02-10,14,11.142857142857142,17,0,0.0,0,52,7029375.0,49
34,0,0,0,2021-02-11,6,10.714285714285714,3,0,0.0,0,38,7029375.0,48
35,0,0,0,2021-02-12,11,11.142857142857142,13,0,0.0,0,27,7029375.0,47
36,0,0,0,2021-02-13,7,10.857142857142858,17,0,0.0,0,34,7029375.0,78
37,0,0,0,2021-02-14,14,9.428571428571429,8,0,0.0,0,44,7029375.0,40
38,0,0,0,2021-02-15,2,10.285714285714286,1,0,0.0,0,34,7029375.0,14
39,0,0,0,2021-02-16,13,10.428571428571429,19,0,0.0,0,38,7029375.0,74
40,0,0,0,2021-02-17,16,9.571428571428571,14,0,0.0,0,62,7029375.0,52
41,0,0,0,2021-02-18,3,9.857142857142858,6,0,0.0,0,19,7029375.0,38
42,0,0,0,2021-02-19,17,9.428571428571429,11,0,0.0,0,68,7029375.0,27
43,0,0,0,2021-02-20,7,10.285714285714286,7,0,0.0,0,39,7029375.0,34
44,0,0,0,2021-02-21,3,10.285714285714286,14,0,0.0,0,67,7029375.0,44
45,0,0,0,2021-02-22,1,8.714285714285714,2,0,0.0,0,57,7029375.0,34
46,0,0,0,2021-02-23,5,8.571428571428571,13,0,0.0,0,36,7029375.0,38
47,0,0,0,2021-02-24,9,7.428571428571429,16,0,0.0,0,60,7029375.0,62
48,0,0,0,2021-02-25,3,6.428571428571429,3,0,0.0,0,50,7029375.0,19
49,0,0,0,2021-02-26,17,6.428571428571429,17,0,0.0,0,50,7029375.0,68
50,0,0,0,2021-02-27,11,6.428571428571429,7,0,0.0,0,37,7029375.0,39
51,0,0,0,2021-02-28,1,7.0,3,0,0.0,0,47,7029375.0,67
52,0,0,0,2021-03-01,9,6.714285714285714,1,0,0.0,0,65,7029375.0,57
53,0,0,0,2021-03-02,3,7.857142857142857,5,0,0.0,0,41,7029375.0,36
54,0,0,0,2021-03-03,13,7.571428571428571,9,0,0.0,0,43,7029375.0,60
55,0,0,0,2021-03-04,15,8.142857142857142,3,0,0.0,0,52,7029375.0,50
56,0,0,0,2021-03-05,14,9.857142857142858,17,0,0.0,0,57,7029375.0,50
57,0,0,0,2021-03-06,7,9.428571428571429,11,0,0.0,0,42,7029375.0,37
58,0,0,0,2021-03-07,13,8.857142857142858,1,0,0.0,0,31,7029375.0,47
59,0,0,0,2021-03-08,7,10.571428571428571,9,0,0.0,0,34,7029375.0,65
60,0,0,0,2021-03-09,15,10.285714285714286,3,0,0.0,0,49,7029375.0,41
61,0,0,0,2021-03-10,12,12.0,13,0,0.0,0,77,7029375.0,43
62,0,0,0,2021-03-11,17,11.857142857142858,15,0,0.0,0,45,7029375.0,52
63,0,0,0,2021-03-12,14,12.142857142857142,14,0,0.0,0,79,7029375.0,57
64,0,0,0,2021-03-13,12,12.142857142857142,7,0,0.0,0,37,7029375.0,42
65,0,0,0,2021-03-14,8,12.857142857142858,13,0,0.0,0,20,7029375.0,31
66,0,0,0,2021-03-15,14,12.142857142857142,7,0,0.0,0,62,7029375.0,34
67,0,0,0,2021-03-16,12,13.142857142857142,15,0,0.0,0,63,7029375.0,49
68,0,0,0,2021-03-17,0,12.714285714285714,12,0,0.0,0,34,7029375.0,77
69,0,0,0,2021-03-18,6,11.0,17,0,0.0,0,42,7029375.0,45
70,0,0,0,2021-03-19,8,9.428571428571429,14,0,0.0,0,25,7029375.0,79
71,0,0,0,2021-03-20,0,8.571428571428571,12,0,0.0,0,25,7029375.0,37
72,0,0,0,2021-03-21,11,6.857142857142857,8,0,0.0,0,42,7029375.0,20
73,0,0,0,2021-03-22,7,7.285714285714286,14,0,0.0,0,77,7029375.0,62
74,0,0,0,2021-03-23,10,6.285714285714286,12,0,0.0,0,49,7029375.0,63
75,0,0,0,2021-03-24,18,6.0,0,0,0.0,0,68,7029375.0,34
76,0,0,0,2021-03-25,16,8.571428571428571,6,0,0.0,0,50,7029375.0,42
77,0,0,0,2021-03-26,7,10.0,8,0,0.0,0,62,7029375.0,25
78,0,0,0,2021-03-27,2,9.857142857142858,0,0,0.0,0,25,7029375.0,25
79,0,0,0,2021-03-28,2,10.142857142857142,11,0,0.0,0,41,7029375.0,42
80,0,0,0,2021-03-29,0,8.857142857142858,7,0,0.0,0,42,7029375.0,77
81,0,0,0,2021-03-30,4,7.857142857142857,10,0,0.0,0,48,7029375.0,49
82,0,0,0,2021-03-31,9,7.0,18,0,0.0,0,54,7029375.0,68
83,0,0,0,2021-04-01,6,5.714285714285714,16,0,0.0,0,53,7029375.0,50
84,0,0,0,2021-04-02,8,4.285714285714286,7,0,0.0,0,50,7029375.0,62
85,0,0,0,2021-04-03,6,4.428571428571429,2,0,0.0,0,37,7029375.0,25
86,0,0,0,2021-04-04,8,5.0,2,0,0.0,0,54,7029375.0,41
87,0,0,0,2021-04-05,7,5.857142857142857,0,0,0.0,0,23,7029375.0,42
88,0,0,0,2021-04-06,11,6.857142857142857,4,0,0.0,0,47,7029375.0,48
89,0,0,0,2021-04-07,1,7.857142857142857,9,0,0.0,0,34,7029375.0,54
90,0,0,0,2021-04-08,0,6.714285714285714,6,0,0.0,0,52,7029375.0,53
91,0,0,0,2021-04-09,15,5.857142857142857,8,0,0.0,0,38,7029375.0,50
92,0,0,0,2021-04-10,4,6.857142857142857,6,0,0.0,0,30,7029375.0,37
93,0,0,0,2021-04-11,2,6.571428571428571,8,0,0.0,0,34,7029375.0,54
94,0,0,0,2021-04-12,11,5.714285714285714,7,0,0.0,0,36,7029375.0,23
95,0,0,0,2021-04-13,7,6.285714285714286,11,0,0.0,0,54,7029375.0,47
96,0,0,0,2021-04-14,2,5.714285714285714,1,0,0.0,0,24,7029375.0,34
97,0,0,0,2021-04-15,0,5.857142857142857,0,0,0.0,0,38,7029375.0,52
98,0,0,0,2021-04-16,2,5.857142857142857,15,0,0.0,0,47,7029375.0,38
99,0,0,0,2021-04-17,4,4.0,4,0,0.0,0,38,7029375.0,30
100,0,0,0,2021-04-18,14,4.0,2,0,0.0,0,37,7029375.0,34
101,0,0,0,2021-04-19,13,5.714285714285714,11,0,0.0,0,61,7029375.0,36
102,0,0,0,2021-04-20,2,6.0,7,0,0.0,0,29,7029375.0,54
103,0,0,0,2021-04-21,0,5.285714285714286,2,0,0.0,0,58,7029375.0,24
104,0,0,0,2021-04-22,4,5.0,0,0,0.0,0,49,7029375.0,38
105,0,0,0,2021-04-23,13,5.571428571428571,2,0,0.0,0,51,7029375.0,47
106,0,0,0,2021-04-24,6,7.142857142857143,4,0,0.0,0,47,7029375.0,38
107,0,0,0,2021-04-25,8,7.428571428571429,14,0,0.0,0,45,7029375.0,37
108,0,0,0,2021-04-26,14,6.571428571428571,13,0,0.0,0,43,7029375.0,61
109,0,0,0,2021-04-27,14,6.714285714285714,2,0,0.0,0,43,7029375.0,29
110,0,0,0,2021-04-28,9,8.428571428571429,0,0,0.0,0,68,7029375.0,58
111,0,0,0,2021-04-29,12,9.714285714285714,4,0,0.0,0,53,7029375.0,49
112,0,0,0,2021-04-30,18,10.857142857142858,13,0,0.0,0,49,7029375.0,51
113,0,0,0,2021-05-01,6,11.571428571428571,6,0,0.0,0,45,7029375.0,47
114,0,0,0,2021-05-02,16,11.571428571428571,8,0,0.0,0,47,7029375.0,45
115,0,0,0,2021-05-03,19,12.714285714285714,14,0,0.0,0,56,7029375.0,43
116,0,0,0,2021-05-04,3,13.428571428571429,14,0,0.0,0,40,7029375.0,43
117,0,0,0,2021-05-05,4,11.857142857142858,9,0,0.0,0,48,7029375.0,68
118,0,0,0,2021-05-06,6,11.142857142857142,12,0,0.0,0,39,7029375.0,53
119,0,0,0,2021-05-07,12,10.285714285714286,18,0,0.0,0,30,7029375.0,49
120,0,0,0,2021-05-08,14,9.428571428571429,6,0,0.0,0,50,7029375.0,45
121,0,0,0,2021-05-09,10,10.571428571428571,16,0,0.0,0,36,7029375.0,47
122,0,0,0,2021-05-10,3,9.714285714285714,19,0,0.0,0,37,7029375.0,56
123,0,0,0,2021-05-11,12,7.428571428571429,3,0,0.0,0,49,7029375.0,40
124,0,0,0,2021-05-12,6,8.714285714285714,4,0,0.0,0,61,7029375.0,48
125,0,0,0,2021-05-13,18,9.0,6,0,0.0,0,57,7029375.0,39
126,0,0,0,2021-05-14,1,10.714285714285714,12,0,0.0,0,42,7029375.0,30
127,0,0,0,2021-05-15,9,9.142857142857142,14,0,0.0,0,43,7029375.0,50
128,0,0,0,2021-05-16,12,8.428571428571429,10,0,0.0,0,73,7029375.0,36
129,0,0,0,2021-05-17,5,8.714285714285714,3,0,0.0,0,32,7029375.0,37
130,0,0,0,2021-05-18,11,9.0,12,0,0.0,0,45,7029375.0,49
131,0,0,0,2021-05-19,11,8.857142857142858,6,0,0.0,0,49,7029375.0,61
132,0,0,0,2021-05-20,19,9.571428571428571,18,0,0.0,0,69,7029375.0,57
133,0,0,0,2021-05-21,10,9.714285714285714,1,0,0.0,0,47,7029375.0,42
134,0,0,0,2021-05-22,6,11.0,9,0,0.0,0,30,7029375.0,43
135,0,0,0,2021-05-23,0,10.571428571428571,12,0,0.0,0,46,7029375.0,73
136,0,0,0,2021-05-24,0,8.857142857142858,5,0,0.0,0,45,7029375.0,32
137,0,0,0,2021-05-25,19,8.142857142857142,11,0,0.0,0,48,7029375.0,45
138,0,0,0,2021-05-26,12,9.285714285714286,11,0,0.0,0,53,7029375.0,49
139,0,0,0,2021-05-27,8,9.428571428571429,19,0,0.0,0,60,7029375.0,69
140,0,0,0,2021-05-28,2,7.857142857142857,10,0,0.0,0,26,7029375.0,47
141,0,0,0,2021-05-29,6,6.714285714285714,6,0,0.0,0,36,7029375.0,30
142,0,0,0,2021-05-30,5,6.714285714285714,0,0,0.0,0,29,7029375.0,46
143,1,0,0,2021-01-08,14,8.142857142857142,7,0,0.0,0,63,0.0,39
144,1,0,0,2021-01-09,8,9.142857142857142,8,0,0.0,0,41,0.0,48
145,1,0,0,2021-01-10,19,9.142857142857142,4,0,0.0,0,52,0.0,53
146,1,0,0,2021-01-11,16,11.285714285714286,0,0,0.0,0,57,0.0,29
147,1,0,0,2021-01-12,16,13.571428571428571,18,0,0.0,0,46,0.0,57
148,1,0,0,2021-01-13,19,13.285714285714286,9,0,0.0,0,40,0.0,32
149,1,0,0,2021-01-14,11,14.714285714285714,11,0,0.0,0,35,0.0,64
150,1,0,0,2021-01-15,6,14.714285714285714,14,0,0.0,0,42,0.0,63
151,1,0,0,2021-01-16,1,13.571428571428571,8,0,0.0,0,26,0.0,41
152,1,0,0,2021-01-17,2,12.571428571428571,19,0,0.0,0,27,0.0,52
153,1,0,0,2021-01-18,16,10.142857142857142,16,0,0.0,0,63,0.0,57
154,1,0,0,2021-01-19,4,10.142857142857142,16,0,0.0,0,52,0.0,46
155,1,0,0,2021-01-20,16,8.428571428571429,19,0,0.0,0,72,0.0,40
156,1,0,0,2021-01-21,16,8.0,11,0,0.0,0,53,0.0,35
157,1,0,0,2021-01-22,16,8.714285714285714,6,0,0.0,0,54,0.0,42
158,1,0,0,2021-01-23,1,10.142857142857142,1,0,0.0,0,35,0.0,26
159,1,0,0,2021-01-24,1,10.142857142857142,2,0,0.0,0,47,0.0,27
160,1,0,0,2021-01-25,4,10.0,16,0,0.0,0,34,0.0,63
161,1,0,0,2021-01-26,0,8.285714285714286,4,0,0.0,0,40,0.0,52
162,1,0,0,2021-01-27,0,7.714285714285714,16,0,0.0,0,52,0.0,72
163,1,0,0,2021-01-28,18,5.428571428571429,16,0,0.0,0,52,0.0,53
164,1,0,0,2021-01-29,1,5.714285714285714,16,0,0.0,0,42,0.0,54
165,1,0,0,2021-01-30,11,3.5714285714285716,1,0,0.0,0,69,0.0,35
166,1,0,0,2021-01-31,5,5.0,1,0,0.0,0,61,0.0,47
167,1,0,0,2021-02-01,3,5.571428571428571,4,0,0.0,0,51,0.0,34
168,1,0,0,2021-02-02,10,5.428571428571429,0,0,0.0,0,44,0.0,40
169,1,0,0,2021-02-03,16,6.857142857142857,0,0,0.0,0,49,0.0,52
170,1,0,0,2021-02-04,5,9.142857142857142,18,0,0.0,0,48,0.0,52
171,1,0,0,2021-02-05,4,7.285714285714286,1,0,0.0,0,47,0.0,42
172,1,0,0,2021-02-06,19,7.714285714285714,11,0,0.0,0,78,0.0,69
173,1,0,0,2021-02-07,1,8.857142857142858,5,0,0.0,0,40,0.0,61
174,1,0,0,2021-02-08,5,8.285714285714286,3,0,0.0,0,14,0.0,51
175,1,0,0,2021-02-09,10,8.571428571428571,10,0,0.0,0,74,0.0,44
176,1,0,0,2021-02-10,15,8.571428571428571,16,0,0.0,0,52,0.0,49
177,1,0,0,2021-02-11,15,8.428571428571429,5,0,0.0,0,38,0.0,48
178,1,0,0,2021-02-12,0,9.857142857142858,4,0,0.0,0,27,0.0,47
179,1,0,0,2021-02-13,8,9.285714285714286,19,0,0.0,0,34,0.0,78
180,1,0,0,2021-02-14,5,7.714285714285714,1,0,0.0,0,44,0.0,40
181,1,0,0,2021-02-15,15,8.285714285714286,5,0,0.0,0,34,0.0,14
182,1,0,0,2021-02-16,2,9.714285714285714,10,0,0.0,0,38,0.0,74
183,1,0,0,2021-02-17,19,8.571428571428571,15,0,0.0,0,62,0.0,52
184,1,0,0,2021-02-18,3,9.142857142857142,15,0,0.0,0,19,0.0,38
185,1,0,0,2021-02-19,18,7.428571428571429,0,0,0.0,0,68,0.0,27
186,1,0,0,2021-02-20,2,10.0,8,0,0.0,0,39,0.0,34
187,1,0,0,2021-02-21,18,9.142857142857142,5,0,0.0,0,67,0.0,44
188,1,0,0,2021-02-22,19,11.0,15,0,0.0,0,57,0.0,34
189,1,0,0,2021-02-23,6,11.571428571428571,2,0,0.0,0,36,0.0,38
190,1,0,0,2021-02-24,19,12.142857142857142,19,0,0.0,0,60,0.0,62
191,1,0,0,2021-02-25,8,12.142857142857142,3,0,0.0,0,50,0.0,19
192,1,0,0,2021-02-26,0,12.857142857142858,18,0,0.0,0,50,0.0,68
193,1,0,0,2021-02-27,7,10.285714285714286,2,0,0.0,0,37,0.0,39
194,1,0,0,2021-02-28,6,11.0,18,0,0.0,0,47,0.0,67
195,1,0,0,2021-03-01,17,9.285714285714286,19,0,0.0,0,65,0.0,57
196,1,0,0,2021-03-02,7,9.0,6,0,0.0,0,41,0.0,36
197,1,0,0,2021-03-03,0,9.142857142857142,19,0,0.0,0,43,0.0,60
198,1,0,0,2021-03-04,10,6.428571428571429,8,0,0.0,0,52,0.0,50
199,1,0,0,2021-03-05,17,6.714285714285714,0,0,0.0,0,57,0.0,50
200,1,0,0,2021-03-06,9,9.142857142857142,7,0,0.0,0,42,0.0,37
201,1,0,0,2021-03-07,2,9.428571428571429,6,0,0.0,0,31,0.0,47
202,1,0,0,2021-03-08,6,8.857142857142858,17,0,0.0,0,34,0.0,65
203,1,0,0,2021-03-09,15,7.285714285714286,7,0,0.0,0,49,0.0,41
204,1,0,0,2021-03-10,15,8.428571428571429,0,0,0.0,0,77,0.0,43
205,1,0,0,2021-03-11,19,10.571428571428571,10,0,0.0,0,45,0.0,52
206,1,0,0,2021-03-12,16,11.857142857142858,17,0,0.0,0,79,0.0,57
207,1,0,0,2021-03-13,1,11.714285714285714,9,0,0.0,0,37,0.0,42
208,1,0,0,2021-03-14,0,10.571428571428571,2,0,0.0,0,20,0.0,31
209,1,0,0,2021-03-15,15,10.285714285714286,6,0,0.0,0,62,0.0,34
210,1,0,0,2021-03-16,11,11.571428571428571,15,0,0.0,0,63,0.0,49
211,1,0,0,2021-03-17,4,11.0,15,0,0.0,0,34,0.0,77
212,1,0,0,2021-03-18,4,9.428571428571429,19,0,0.0,0,42,0.0,45
213,1,0,0,2021-03-19,8,7.285714285714286,16,0,0.0,0,25,0.0,79
214,1,0,0,2021-03-20,8,6.142857142857143,1,0,0.0,0,25,0.0,37
215,1,0,0,2021-03-21,2,7.142857142857143,0,0,0.0,0,42,0.0,20
216,1,0,0,2021-03-22,18,7.428571428571429,15,0,0.0,0,77,0.0,62
217,1,0,0,2021-03-23,15,7.857142857142857,11,0,0.0,0,49,0.0,63
218,1,0,0,2021-03-24,15,8.428571428571429,4,0,0.0,0,68,0.0,34
219,1,0,0,2021-03-25,2,10.0,4,0,0.0,0,50,0.0,42
220,1,0,0,2021-03-26,19,9.714285714285714,8,0,0.0,0,62,0.0,25
221,1,0,0,2021-03-27,0,11.285714285714286,8,0,0.0,0,25,0.0,25
222,1,0,0,2021-03-28,19,10.142857142857142,2,0,0.0,0,41,0.0,42
223,1,0,0,2021-03-29,10,12.571428571428571,18,0,0.0,0,42,0.0,77
224,1,0,0,2021-03-30,16,11.428571428571429,15,0,0.0,0,48,0.0,49
225,1,0,0,2021-03-31,7,11.571428571428571,15,0,0.0,0,54,0.0,68
226,1,0,0,2021-04-01,3,10.428571428571429,2,0,0.0,0,53,0.0,50
227,1,0,0,2021-04-02,5,10.571428571428571,19,0,0.0,0,50,0.0,62
228,1,0,0,2021-04-03,7,8.571428571428571,0,0,0.0,0,37,0.0,25
229,1,0,0,2021-04-04,19,9.571428571428571,19,0,0.0,0,54,0.0,41
230,1,0,0,2021-04-05,2,9.571428571428571,10,0,0.0,0,23,0.0,42
231,1,0,0,2021-04-06,15,8.428571428571429,16,0,0.0,0,47,0.0,48
232,1,0,0,2021-04-07,2,8.285714285714286,7,0,0.0,0,34,0.0,54
233,1,0,0,2021-04-08,17,7.571428571428571,3,0,0.0,0,52,0.0,53
234,1,0,0,2021-04-09,13,9.571428571428571,5,0,0.0,0,38,0.0,50
235,1,0,0,2021-04-10,17,10.714285714285714,7,0,0.0,0,30,0.0,37
236,1,0,0,2021-04-11,1,12.142857142857142,19,0,0.0,0,34,0.0,54
237,1,0,0,2021-04-12,2,9.571428571428571,2,0,0.0,0,36,0.0,23
238,1,0,0,2021-04-13,15,9.571428571428571,15,0,0.0,0,54,0.0,47
239,1,0,0,2021-04-14,8,9.571428571428571,2,0,0.0,0,24,0.0,34
240,1,0,0,2021-04-15,3,10.428571428571429,17,0,0.0,0,38,0.0,52
241,1,0,0,2021-04-16,0,8.428571428571429,13,0,0.0,0,47,0.0,38
242,1,0,0,2021-04-17,3,6.571428571428571,17,0,0.0,0,38,0.0,30
243,1,0,0,2021-04-18,0,4.571428571428571,1,0,0.0,0,37,0.0,34
244,1,0,0,2021-04-19,13,4.428571428571429,2,0,0.0,0,61,0.0,36
245,1,0,0,2021-04-20,15,6.0,15,0,0.0,0,29,0.0,54
246,1,0,0,2021-04-21,19,6.0,8,0,0.0,0,58,0.0,24
247,1,0,0,2021-04-22,7,7.571428571428571,3,0,0.0,0,49,0.0,38
248,1,0,0,2021-04-23,6,8.142857142857142,0,0,0.0,0,51,0.0,47
249,1,0,0,2021-04-24,2,9.0,3,0,0.0,0,47,0.0,38
250,1,0,0,2021-04-25,16,8.857142857142858,0,0,0.0,0,45,0.0,37
251,1,0,0,2021-04-26,0,11.142857142857142,13,0,0.0,0,43,0.0,61
252,1,0,0,2021-04-27,15,9.285714285714286,15,0,0.0,0,43,0.0,29
253,1,0,0,2021-04-28,11,9.285714285714286,19,0,0.0,0,68,0.0,58
254,1,0,0,2021-04-29,18,8.142857142857142,7,0,0.0,0,53,0.0,49
255,1,0,0,2021-04-30,13,9.714285714285714,6,0,0.0,0,49,0.0,51
256,1,0,0,2021-05-01,5,10.714285714285714,2,0,0.0,0,45,0.0,47
257,1,0,0,2021-05-02,5,11.142857142857142,16,0,0.0,0,47,0.0,45
258,1,0,0,2021-05-03,12,9.571428571428571,0,0,0.0,0,56,0.0,43
259,1,0,0,2021-05-04,18,11.285714285714286,15,0,0.0,0,40,0.0,43
260,1,0,0,2021-05-05,7,11.714285714285714,11,0,0.0,0,48,0.0,68
261,1,0,0,2021-05-06,1,11.142857142857142,18,0,0.0,0,39,0.0,53
262,1,0,0,2021-05-07,0,8.714285714285714,13,0,0.0,0,30,0.0,49
263,1,0,0,2021-05-08,14,6.857142857142857,5,0,0.0,0,50,0.0,45
264,1,0,0,2021-05-09,0,8.142857142857142,5,0,0.0,0,36,0.0,47
265,1,0,0,2021-05-10,4,7.428571428571429,12,0,0.0,0,37,0.0,56
266,1,0,0,2021-05-11,15,6.285714285714286,18,0,0.0,0,49,0.0,40
267,1,0,0,2021-05-12,18,5.857142857142857,7,0,0.0,0,61,0.0,48
268,1,0,0,2021-05-13,3,7.428571428571429,1,0,0.0,0,57,0.0,39
269,1,0,0,2021-05-14,2,7.714285714285714,0,0,0.0,0,42,0.0,30
270,1,0,0,2021-05-15,16,8.0,14,0,0.0,0,43,0.0,50
271,1,0,0,2021-05-16,16,8.285714285714286,0,0,0.0,0,73,0.0,36
272,1,0,0,2021-05-17,11,10.571428571428571,4,0,0.0,0,32,0.0,37
273,1,0,0,2021-05-18,13,11.571428571428571,15,0,0.0,0,45,0.0,49
274,1,0,0,2021-05-19,5,11.285714285714286,18,0,0.0,0,49,0.0,61
275,1,0,0,2021-05-20,2,9.428571428571429,3,0,0.0,0,69,0.0,57
276,1,0,0,2021-05-21,8,9.285714285714286,2,0,0.0,0,47,0.0,42
277,1,0,0,2021-05-22,4,10.142857142857142,16,0,0.0,0,30,0.0,43
278,1,0,0,2021-05-23,16,8.428571428571429,16,0,0.0,0,46,0.0,73
279,1,0,0,2021-05-24,13,8.428571428571429,11,0,0.0,0,45,0.0,32
280,1,0,0,2021-05-25,2,8.714285714285714,13,0,0.0,0,48,0.0,45
281,1,0,0,2021-05-26,0,7.142857142857143,5,0,0.0,0,53,0.0,49
282,1,0,0,2021-05-27,19,6.428571428571429,2,0,0.0,0,60,0.0,69
283,1,0,0,2021-05-28,0,8.857142857142858,8,0,0.0,0,26,0.0,47
284,1,0,0,2021-05-29,2,7.714285714285714,4,0,0.0,0,36,0.0,30
285,1,0,0,2021-05-30,17,7.428571428571429,16,0,0.0,0,29,0.0,46
286,2,0,1,2021-01-08,9,9.0,9,266,0.0,210,63,0.0,39
287,2,0,1,2021-01-09,1,9.0,2,231,0.0,264,41,0.0,48
288,2,0,1,2021-01-10,16,8.857142857142858,7,267,0.0,220,52,0.0,53
289,2,0,1,2021-01-11,7,10.142857142857142,13,297,0.0,200,57,0.0,29
290,2,0,1,2021-01-12,0,9.285714285714286,17,241,0.0,191,46,0.0,57
291,2,0,1,2021-01-13,8,6.857142857142857,14,198,0.0,237,40,0.0,32
292,2,0,1,2021-01-14,10,6.0,1,209,0.0,291,35,0.0,64
293,2,0,1,2021-01-15,15,7.285714285714286,9,244,0.0,266,42,0.0,63
294,2,0,1,2021-01-16,6,8.142857142857142,1,181,0.0,231,26,0.0,41
295,2,0,1,2021-01-17,9,8.857142857142858,16,273,0.0,267,27,0.0,52
296,2,0,1,2021-01-18,2,7.857142857142857,7,224,0.0,297,63,0.0,57
297,2,0,1,2021-01-19,17,7.142857142857143,0,266,0.0,241,52,0.0,46
298,2,0,1,2021-01-20,12,9.571428571428571,8,221,0.0,198,72,0.0,40
299,2,0,1,2021-01-21,6,10.142857142857142,10,234,0.0,209,53,0.0,35
300,2,0,1,2021-01-22,3,9.571428571428571,15,228,0.0,244,54,0.0,42
301,2,0,1,2021-01-23,12,7.857142857142857,6,200,0.0,181,35,0.0,26
302,2,0,1,2021-01-24,19,8.714285714285714,9,259,0.0,273,47,0.0,27
303,2,0,1,2021-01-25,0,10.142857142857142,2,206,0.0,224,34,0.0,63
304,2,0,1,2021-01-26,7,9.857142857142858,17,243,0.0,266,40,0.0,52
305,2,0,1,2021-01-27,13,8.428571428571429,12,294,0.0,221,52,0.0,72
306,2,0,1,2021-01-28,15,8.571428571428571,6,256,0.0,234,52,0.0,53
307,2,0,1,2021-01-29,13,9.857142857142858,3,225,0.0,228,42,0.0,54
308,2,0,1,2021-01-30,11,11.285714285714286,12,245,0.0,200,69,0.0,35
309,2,0,1,2021-01-31,18,11.142857142857142,19,264,0.0,259,61,0.0,47
310,2,0,1,2021-02-01,14,11.0,0,309,0.0,206,51,0.0,34
311,2,0,1,2021-02-02,1,13.0,7,247,0.0,243,44,0.0,40
312,2,0,1,2021-02-03,1,12.142857142857142,13,206,0.0,294,49,0.0,52
313,2,0,1,2021-02-04,18,10.428571428571429,15,277,0.0,256,48,0.0,52
314,2,0,1,2021-02-05,16,10.857142857142858,13,238,0.0,225,47,0.0,42
315,2,0,1,2021-02-06,19,11.285714285714286,11,230,0.0,245,78,0.0,69
316,2,0,1,2021-02-07,9,12.428571428571429,18,210,0.0,264,40,0.0,61
317,2,0,1,2021-02-08,5,11.142857142857142,14,221,0.0,309,14,0.0,51
318,2,0,1,2021-02-09,14,9.857142857142858,1,241,0.0,247,74,0.0,44
